"No.","Time","Source","Destination","Protocol","Length","Info"
"2127","2.650926","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1967461 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2128","2.650933","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=1968913 Win=2053 Len=0"
"2129","2.651172","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1968913 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2130","2.651420","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1970365 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2131","2.651428","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=1971817 Win=2053 Len=0"
"2132","2.651667","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1971817 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2133","2.651924","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1973269 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2134","2.651931","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=1974721 Win=2053 Len=0"
"2135","2.652247","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1974721 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2136","2.652452","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1976173 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2137","2.652461","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=1977625 Win=2053 Len=0"
"2138","2.652691","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1977625 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2139","2.652919","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1979077 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2140","2.652928","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=1980529 Win=4106 Len=0"
"2141","2.653131","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1980529 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2142","2.653341","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1981981 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2143","2.653349","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=1983433 Win=4106 Len=0"
"2144","2.653440","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1983433 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2145","2.653671","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1984885 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2146","2.653680","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=1986337 Win=4106 Len=0"
"2147","2.653923","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1986337 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2148","2.654191","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1987789 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2149","2.654203","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=1989241 Win=4106 Len=0"
"2150","2.654446","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1989241 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2151","2.654678","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1990693 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2152","2.654690","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=1992145 Win=6171 Len=0"
"2153","2.654927","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1992145 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2154","2.655166","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1993597 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2155","2.655177","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=1995049 Win=6171 Len=0"
"2156","2.655415","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1995049 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2157","2.655415","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1996501 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2158","2.655426","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=1997953 Win=6171 Len=0"
"2159","2.655675","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1997953 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2160","2.655926","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=1999405 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2161","2.655934","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2000857 Win=6171 Len=0"
"2162","2.656172","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2000857 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2163","2.656421","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2002309 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2164","2.656431","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2003761 Win=6171 Len=0"
"2165","2.656676","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2003761 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2166","2.656935","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2005213 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2167","2.656944","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2006665 Win=6171 Len=0"
"2168","2.657174","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2006665 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2169","2.657417","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2008117 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2170","2.657425","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2009569 Win=6171 Len=0"
"2171","2.657847","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2009569 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2172","2.658054","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2011021 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2173","2.658054","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2012473 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2174","2.658065","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2013925 Win=6171 Len=0"
"2175","2.658266","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2013925 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2176","2.658278","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2015377 Win=6171 Len=0"
"2177","2.658479","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2015377 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2178","2.658686","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2016829 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2179","2.658693","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2018281 Win=6171 Len=0"
"2180","2.658934","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2018281 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2181","2.659179","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2019733 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2182","2.659187","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2021185 Win=6171 Len=0"
"2183","2.659432","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2021185 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2184","2.659675","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2022637 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2185","2.659682","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2024089 Win=6171 Len=0"
"2186","2.659923","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2024089 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2187","2.660214","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2025541 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2188","2.660223","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2026993 Win=6171 Len=0"
"2189","2.660420","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2026993 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2190","2.660942","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2028445 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2191","2.660951","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2029897 Win=6171 Len=0"
"2192","2.661722","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2029897 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2193","2.661722","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2031349 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2194","2.661722","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2032801 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2195","2.661722","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2034253 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2196","2.661740","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2035705 Win=6171 Len=0"
"2197","2.661982","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2035705 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2198","2.662175","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2037157 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2199","2.662189","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2038609 Win=6171 Len=0"
"2200","2.662422","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2038609 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2201","2.662667","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2040061 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2202","2.662676","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2041513 Win=6171 Len=0"
"2203","2.662916","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2041513 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2204","2.663182","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2042965 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2205","2.663191","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2044417 Win=6171 Len=0"
"2206","2.663418","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2044417 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2207","2.663670","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2045869 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2208","2.663670","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2047321 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2209","2.663681","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2048773 Win=6171 Len=0"
"2210","2.663934","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2048773 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2211","2.663945","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2050225 Win=6171 Len=0"
"2212","2.664180","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2050225 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2213","2.664425","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2051677 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2214","2.664433","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2053129 Win=6171 Len=0"
"2215","2.664673","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2053129 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2217","2.674968","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2054581 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2218","2.675012","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2056033 Win=6171 Len=0"
"2219","2.675211","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2056033 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2220","2.675534","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2057485 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2221","2.675547","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2058937 Win=6171 Len=0"
"2222","2.675751","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2058937 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2223","2.675751","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2060389 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2224","2.675763","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2061841 Win=6171 Len=0"
"2225","2.675965","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2061841 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2226","2.676432","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2063293 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2227","2.676441","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2064745 Win=6171 Len=0"
"2228","2.676671","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2064745 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2229","2.676913","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2066197 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2230","2.676919","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2067649 Win=6171 Len=0"
"2231","2.677169","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2067649 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2232","2.677169","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2069101 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2233","2.677178","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2070553 Win=6171 Len=0"
"2234","2.677565","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2070553 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2235","2.677765","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2072005 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2236","2.677777","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2073457 Win=6171 Len=0"
"2237","2.677971","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2073457 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2238","2.678170","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2074909 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2239","2.678179","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2076361 Win=6171 Len=0"
"2240","2.679438","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2076361 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2241","2.679679","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2077813 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2242","2.679679","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2079265 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2243","2.679689","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2080717 Win=6171 Len=0"
"2244","2.679932","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2080717 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2245","2.679940","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2082169 Win=6171 Len=0"
"2246","2.680177","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2082169 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2247","2.680421","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2083621 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2248","2.680428","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2085073 Win=6171 Len=0"
"2249","2.680668","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2085073 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2250","2.680922","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2086525 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2251","2.680929","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2087977 Win=6171 Len=0"
"2252","2.681167","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2087977 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2253","2.681414","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2089429 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2254","2.681421","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2090881 Win=6171 Len=0"
"2255","2.681667","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2090881 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2256","2.681925","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2092333 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2257","2.681933","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2093785 Win=6171 Len=0"
"2258","2.682233","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2093785 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2259","2.682233","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2095237 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2260","2.682246","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2096689 Win=6171 Len=0"
"2261","2.682431","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2096689 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2262","2.682671","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2098141 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2263","2.682680","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2099593 Win=6171 Len=0"
"2264","2.682925","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2099593 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2265","2.683186","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2101045 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2266","2.683194","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2102497 Win=6171 Len=0"
"2267","2.683423","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2102497 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2268","2.683672","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2103949 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2269","2.683683","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2105401 Win=6171 Len=0"
"2270","2.683928","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2105401 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2271","2.684950","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2106853 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
"2272","2.684967","192.168.1.2","160.36.131.221","TCP","54","50572  >  80 [ACK] Seq=542 Ack=2108305 Win=6171 Len=0"
"2273","2.685170","160.36.131.221","192.168.1.2","TCP","1506","80  >  50572 [ACK] Seq=2108305 Ack=542 Win=123 Len=1452 [TCP segment of a reassembled PDU]"
